event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,market,outcome,description,point,price_american,implied_prob,no_vig_prob
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Over,Derrick White,3.5,130,0.434783,0.406408
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Under,Derrick White,3.5,-174,0.635036,0.593592
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Over,Sam Hauser,2.5,110,0.47619,0.445168
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Under,Sam Hauser,2.5,-146,0.593496,0.554832
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Over,Payton Pritchard,2.5,-118,0.541284,0.506069
36b52127c8a50addc14237a1102c9dcc,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,fanduel,FanDuel,player_threes,Under,Payton Pritchard,2.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Brandon Miller,3.5,100,0.5,0.467742
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Brandon Miller,3.5,-132,0.568966,0.532258
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Scottie Barnes,5.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Scottie Barnes,5.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Miles Bridges,3.5,136,0.423729,0.396335
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Miles Bridges,3.5,-182,0.64539,0.603665
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Immanuel Quickley,6.5,118,0.458716,0.428258
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Immanuel Quickley,6.5,-158,0.612403,0.571742
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Collin Sexton,3.5,142,0.413223,0.385917
